ItemID,Sentiment,SentimentSource,SentimentText
10879,1,Sentiment140,"&quot;yeaaah! same mummy! TWICE!&quot; hahaha watching the mummy III  brenda's still awesome, so is john (R)"
11126,1,Sentiment140,&quot;what kind of photo shoot?....hmm?&quot; HAHA I just thought of that and now I can't stop smiling 
11268,0,Sentiment140,#Pink was great  Transport for London were rubbish 
11458,0,Sentiment140,#SQUARESPACE....left the doggy home alone  
11502,1,Sentiment140,(@richardmatthias) Watching the #f1 and the French Open final in my pants with my laptop to twitter from. #livingthedream 
11634,1,Sentiment140,(QOTD): Rosa sat.so Martin could walk.Martin walked.so Obama could run.Obama ran.so I can fly. 
11678,1,Sentiment140,#U2 pops up @ Island 50 celebration: http://www.telegraph.co.uk/a/5405143 &quot;outsized showmanship...&quot; haha.  #nocommentisacomment
11791,1,Sentiment140,(@cassn) Note to self: do english essay and pay attention in class 
11818,0,Sentiment140,(@kaliko33) What a lousy day. I need a hug.  
11937,1,Sentiment140,"(8) need a little time to wake up, wake up, what's the story morning glory? (8) "
12137,0,Sentiment140,*cough* *cough* *cough* no fun 
12627,0,Sentiment140,*is depressed* he's gone now... 
13067,0,Sentiment140,*yawn* im going to bed now  and I still haven't been able to talk to the boyfriend.... D:
13176,1,Sentiment140,". @jwmurphey  Thanks! Just wanted to make sure you got it. Would like to DM u more info, but you have to follow me for DM to work. "
13200,0,Sentiment140,". westwood la, my phones about to die ; noooo "
13767,1,Sentiment140,... Shall prosper! 
13901,1,Sentiment140,........WOW.....need..aspirin...to recover....Pepsi..please..now....WOW....#ph-neutral 
14136,1,Sentiment140,&quot;Up&quot; was such an awesome/cute movie 
14320,0,Sentiment140,...a new (long  ) week has come...
14395,1,Sentiment140,...And this time NO ROOMMATES! I love having a place to myself 
14404,0,Sentiment140,"&quot;When I needed you most, you left me&quot; - Rebecca Benson "
14633,1,Sentiment140,(@andij) That's a few emails sorted and now back to the destruction..      I am totally enjoying this bathroom replacement job &quot;!&quot;
14726,0,Sentiment140,...well...one thing did get accomplished tonight...less than 50 pages till I'm done with Jodi Picoult's The Pact....Cavs need a miracle.  
14950,0,Sentiment140,..feelings for a person that had already been dishonest. what was i thinking when i thought he'd be a good person that wouldn't lie again 
15121,1,Sentiment140,".@jimgris haha,  suppose you're missing authentic Japanese food  "
15153,0,Kaggle,"* Harry Potter and the Highly Inappropriate Use of the Headmistress's Office, ( NC-17 ), by Melandry."
15169,0,Sentiment140,...wow...my stomach really hurts...  what an afterwork bummer...
15296,0,Sentiment140,*flops* Why is my room getting hotter despite the fact that it is dark outside? 
15335,0,Sentiment140,*just wants to give hugs to all the amazing rwoc who are hurting tonight* 
15426,0,Sentiment140,".@RPatZHood sorry about last night  i know you have lotsa hos, as you should.  â™« http://blip.fm/~7jx7k"
15450,1,Sentiment140,.@TroublePandaPR hahaha!! i love you too Shelly!! how's your Saturday night??? 
15483,0,Sentiment140,*Sigh* My mom is always sick on the weekends. I never get to go anywhere with her. 
15556,0,Sentiment140,"..the most! And when Lost comes back, given it's the final season...it's gonna be even worse. "
15570,0,Sentiment140,..why do i have to experience the problem of twitter!?!!..i hate it!!..i'm so disappointed in twitter!!.. 
15592,1,Sentiment140,*sings &quot;And I Dont Need To Taste Your Lips...I've Satisfied My Appetite...Me And My Diry Mind...Been Working Over Time!&quot; 
15795,1,Sentiment140,"*waves* Good Night, my lovely friends.  *hugs* Hope for sweet dreams and sweeter days for you all! "
15844,1,Sentiment140,.@noelee the french toast was always really good for breakfast on @Amtrak when I had it. Enjoy the trip   #railfan #at
15970,0,Sentiment140,. @LauraLeeShaw Will have to try.  Our Pei Wei closed so I can't try there.  
16087,1,Sentiment140,.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best 
16099,0,Sentiment140,".. more uncomfortable, but it was just me, he was fine.. I've been going out with him for more than 2 months! I shouldn't feel like this! "
16231,1,Sentiment140,;back from the lake. i just love the water &amp; love swimming 
16331,1,Sentiment140,: i cooked! 
16376,1,Sentiment140,?????? ?? The Spitrit of Pink Floyd ??? ??????  http://ufokultura.ru/krasnodar/details/618.html
16420,1,Sentiment140,... i can now offer cheaper on the furni that i need because of there cheaper values     I Love habtipsvalues.com #habbo
16937,0,Sentiment140,.....  why does she hate me. we were good friends and now those times faded away  we were gonna kick it when we had a chance to at vnhs
16949,0,Sentiment140,........not to mention loading / unloading the car up n down all those stairs  
16982,1,Sentiment140,"??, ??????? ?? ???????  ?????? ???????????? @absolvo , ?.?. ?? ??????? ????? ????? ???????? #followfriday ??????? )"
17042,0,Sentiment140,"@ the hospital, suffering a really crucial stomach pain "
17266,0,Sentiment140,...doesnt know if that was an insult or not 
17274,0,Sentiment140,...espesh whence slightly hungover. 
17731,0,Sentiment140,...someone take me on their private jet to summer jam 09!!!!!!!!!!!! its tonight!  lol
18155,1,Sentiment140,@_CrC_ I got ur back! Song &amp; cake. DW will provide FS for u. 
18327,0,Sentiment140,@ the hospital visiting grandma  I've had better days
18428,1,Sentiment140,"@_hayles heya hun, i'm not to bad thanks, just abit tired  x"
18531,0,Sentiment140,@ work til 6 
18700,0,Sentiment140,@ work. I'm mad cause the weather is too nice to stay inside 
18726,0,Sentiment140,"@___Nick yesterday when I bought GHSH, GH Metallica new is like $379 "
18733,1,Sentiment140,"@__Alexx ahh well, she's already worldknown, it's all good for her "
18819,1,Sentiment140,@__mares__ hahaha..... that's what's actually prompted my decision to go to bed early 
18869,0,Sentiment140,:'( goota go shopping ON MY OWN tomorow!  not good!
18893,1,Sentiment140,::Home. So glad I hung in there and waited for the late flight. I will be in my bed tonight. 
18934,0,Sentiment140,@_abb gr8 fanks lol i dnt like jamesy 
18986,1,Sentiment140,:] going to get LV&amp;TT tonight at midnight.  ahhh...heck to the yessss!
19164,0,Sentiment140,; this spot feeels like its growing  
19312,0,Sentiment140,@_clarkey_ ...dont quit...i would miss you  love the new profile bg too!
19452,0,Sentiment140,@ ddsutte yay4uuuuuuuuuuuuuu graduated!!!! now u be leavin me though  TUNAK TUNAK TUN!!!!!
19468,1,Sentiment140,@_CrC_ most definitely. no relationship w/out trust &amp; honesty.  much respect for you &amp; her. wonder if this young one will turn into more?
19742,1,Sentiment140,@_psychoCOW_ can i sign up for some of that badminton? 
19937,1,Sentiment140,@_shannon1234 Good Morning!  Up for a walk; just gonna text you. See yaah!
20107,0,Sentiment140,"@_tira ive been doing french all weekend, i havent done any listening ones cause ive lost my cd's haha! im hopeless. "
20232,1,Sentiment140,@ Symphony sushi w the hubby  yummm yummm. This is gonna turn in2 &quot;a dinner &amp; a movie&quot; kinda nite. Me like!!
20333,1,Sentiment140,@ the long's new house. It's very nice 
20432,1,Sentiment140,@00mathias GAAAAAH! This is why I don't like the summer. 
20490,1,Sentiment140,@_Lauraaa Awwww... Dont Freak Out... Dont Talk To Strangers N Dont Trust No One At The Air Ports U Will Be Fine 
20602,0,Sentiment140,@_Lyndsay booooooooooooooooooooooohissssssssssssssssssssss 
20844,1,Sentiment140,@__lucas wow  you rock man!
20907,0,Sentiment140,"@19c816tf9227 I can't, the site keeps crashing my browsers  "
20957,0,Sentiment140,@19fischi75 tday me wanted to show u a pic - but now - think its no good idea 
21060,1,Sentiment140,@_RealTay_ : thanks for following 
21090,0,Sentiment140,@1capplegate Oh thanks for the info: I love John Taylor!! Can't wait to watch! So sad about the cancellation 
21176,0,Sentiment140,@_shanika_ I tried mad torrents before I bought it...they won't install the file for the town for some reason.  I'll look 2morrow though
21732,0,Sentiment140,@2NiteBoy dunno... just don't feel well today  but I HAVE to go to school 'cause of the test :/
21771,0,Sentiment140,@_freefree_ I'm so tired but not home 
22109,1,Sentiment140,"@_Lenchen_ @SteveBrunton  LOOOOL, what is a lenchen, how cute  "
22246,0,Sentiment140,@_meshel_ Morning B! I'm at work the whole day today 
22530,0,Sentiment140,@6uy where's my twinny? 
22550,1,Sentiment140,"@_Queenie_ I love it, too! Hello, good morning and a big hug to your part of Germany! Hope ANY sun is shining for you today! "
22579,1,Sentiment140,@_S0PHIE_ Which one? I had several.  Have you put any of your own up yet?
22626,0,Sentiment140,@_ynnie36 tired... finished night shifts this morning. trying to fight the urge to sleep all day cos have to be at work tomorrow am 
22860,1,Sentiment140,@a_web_designer  Pleasure mate 
22897,1,Sentiment140,@_Saxappeal_ good morning to you too! 
22978,1,Sentiment140,"@_spell  And, thank you!  (yes, I know I shouldn't start a sentence with &quot;and&quot;. Creative license.)"
23079,1,Sentiment140,@_The_Muggle_ haha kindof... i go through periods of coming on here and then not coming on. 
23121,1,Sentiment140,"@14pepsicans Yeah, but you look about 24 now.  It's awesome. I like it."
23497,0,Sentiment140,@1248wjp nothing now that Josh is gone 
23517,1,Sentiment140,@13twelve I have no idea who @guylet and DrT are. I just hate that drrty girls drrty bois song! Its overplayed and overrated! 
23713,1,Sentiment140,@abbiirocks - Secret Twitter will eat your soul! I kicked that habit. 
24057,1,Sentiment140,@1angelinwaiting thanks for the #FollowFriday 
24087,1,Sentiment140,@abo_slo7 Thank you for the translation!  I was hoping it wasn't something too bad. World of Warcraft FTW!!!
24266,0,Sentiment140,"@absolutment I was at central's graduation, too! Sad I didn't see you  why wasn't I twittering? bahhhhh"
24546,1,Sentiment140,"@ACerz thank you sp much, I'll keep those in mind! "
24645,0,Sentiment140,"@211me I have to say that I have enjoyed our banter, it will be sad when it all has to end. "
24789,0,Sentiment140,@2isme You are laughing at me? That's mean  lol
24791,1,Sentiment140,@2jacksandastaff You obviously haven't the wind you thought tonight.  Hope your eurotwitter party went well  x
24823,0,Sentiment140,@3_stan You kinda need to upload part 4...cuz um i'm stuck at the ghost house 
25181,0,Sentiment140,@4Homes Well furniture is fair enough: it's the morons on the furniture I can't abide. Sorry you haven't any furniture to write about 
25309,1,Sentiment140,@30SECONDSTOMARS Getting closer everyday. That's wonderful! I hope that you guys are having fun with it. 
25326,1,Sentiment140,@30SECONDSTOMARS if you tell us type #Glyps or #30stmglyphs we will tweet it til our fingers bleed.. we can make it 
25382,1,Sentiment140,@AdamHuntercomic Well I'm definitly gonna have to check that out 
25607,1,Sentiment140,"@3rdLife Woohoo! Would be great to see you again  Great location, right by Elgin!"
25685,0,Sentiment140,@adarshraju Adarsh Would love to. But got a feeling that I would run out of air mid-way (experience cycling in Hyderabad 2 yrs back) 
25739,1,Sentiment140,"@7_7 you cannot be stressed if you heed the advice of @courage_wolf  (kind of silly, but fun ;))"
25801,0,Sentiment140,"@adelailene ; EXACTLY HOW I FEEL! mr ong keeps hounding me to start swimming again. i want to, i really do, but i can't "
25845,1,Sentiment140,@420thoughts I need another BROWNIE! 
26030,1,Sentiment140,@aditya foxes yelp and bark. yelp is obviously out. and bark reminds of trees. pick another. 
26389,1,Sentiment140,@adreyonline there is rather nice weather 
26533,1,Sentiment140,@Adrieg welcome to my world  haha
26548,1,Sentiment140,"@99_AflacRacing keep it up @99_AflacRacing, you and Carl are doing a great job! "
26592,1,Sentiment140,@a_web_designer The card was so tweet!!!! 
26747,0,Sentiment140,@adthrelfall Did you fork the redmine SA plugins? (word of warning I can't raise the authors to have them accept pull requests  )
27101,0,Sentiment140,"@Aapplemint OMG! KATE! When did you get on twitter?? What the? We miss you! Love you! Miss you! Been so busy, not visiting anyone lately "
27105,0,Sentiment140,@aariaanaa IMY &gt;&lt; as in excited ako noong thurs kasi i had the 'sorry sorry' and 'learn to dance hare hare yukai' vids for you 
27293,1,Sentiment140,@aftertrace As if that was even a real question! 
27398,1,Sentiment140,"@AgentBooth Good morning!!! *lol* .. not too good,huh? "
27442,0,Sentiment140,@AbbieFletcher_ French homework  Hbu? x
27631,0,Sentiment140,@ahecht25 OMG!!!!! ok. i. just. died. VIP?!?! AWESOME!!!! u get to hear the acoustic set!!! GAH!!! would LOVE to come but cant afford 
27676,1,Sentiment140,"@aarondotjpeg yeah dude I'm totally down, im going to miss yeh when you're gone spreading your work in LA like a plague. No homo. "
27682,1,Sentiment140,"@aarongillespie didn't have you down as a Coldplay fan, to me, your music is 1000000 times better than Coldplay, it means alot to me "
27715,1,Sentiment140,@ahmadghanem yeah like a gazillllliiooon kgs 
27916,1,Sentiment140,@AidaC whatchu gonna do about it? 
27981,0,Sentiment140,"@abhiram Yeah, I had also pinged. But my net connection made sure that more than 20 minutes was not possible  Must fix it..."
28186,0,Sentiment140,@ailabridget99 I know! When I went there all I was thinking was about you  butt we have to make more memorize this summer! I can't wait
28187,0,Sentiment140,@ailberry Uni year one nearly up?  just othello essay to do..al nighter for the crack this week? xoxo 
28324,1,Sentiment140,@AbbyMathew Thanks 
28548,0,Sentiment140,@abidabbidoos sorry not feeling well. 
28594,0,Sentiment140,@aishas you're not following me  so can't DM. here's my number. 314-477-4948 I'm available today for about the next hour today.
28693,0,Sentiment140,@aitchmorgan it's rubbish! Even more difficult when you've had the whole week off 
28814,0,Sentiment140,@abrowngirl thats a libra thing? Lol thought i was violent. I miss my girl 
29212,0,Sentiment140,@AceyBongos I can't get on the website 
29389,1,Sentiment140,@Akelaa Yes! I saw them on The Bard's Tale ('04). 
29567,1,Sentiment140,@acummings and what great publicity for the song 
29608,1,Sentiment140,"@Adam_WR What, you never called D; Go down there now! "
29636,0,Sentiment140,@Adam_WR I want to watch it so bad now. My dad wont finish the quotes with me though  haha
29678,0,Sentiment140,@akosnitzky I went to the link on my phone but its not lettin me download it 
29780,1,Sentiment140,@adambrault You say that like 12 in a day is too many. Is it really a bad thing? 
29901,0,Sentiment140,@AlanCarr A request for &quot;She fuckin' hates m.... nevermind.   
30266,0,Sentiment140,@AdamSchwabe Oh no....Sorry to hear that .... 
30574,1,Sentiment140,@AdoreMeIfUPlz Btw..I blieeeeve its The Fray.. Jst in case u give a care.  Hearts and hugzzzz!!! Lol.
30640,0,Sentiment140,"@albinokid ps lullabye and goodnight, hah. you and me r to old to be up this late "
30952,1,Sentiment140,"@alex_stGeorge I'm fine thanks, just helping mum out in the kitchen  Did you watch Eurovision yesterday??"
31059,1,Sentiment140,@alexalbrecht Congrats bro! Cannot wait to see the live diggnation! Come to Scotland 
31371,1,Sentiment140,"@Adreamofhoney Hi Lucy, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace"
31450,0,Sentiment140,@adrenalynntoao yeah...I've been sitting around trying to find stuff to do.  Starting messing with my Zune again   Insomnia's a bitch
31615,1,Sentiment140,"@AlexCleanthous i went with a number of goodies  cupcakes, lemon bars, cookies, brownies, and chocolate covered strawberries  yummm"
31662,1,Sentiment140,"@Adrienne691 Word. But it cant be helped. My Hubby is super gay. But really, isnt everyone? "
31749,0,Sentiment140,@alexisamore  Hope you feel better.
31897,0,Sentiment140,@aerostatic7 Ur blogs r AMAZING!! The last one was sad tho 
32312,0,Sentiment140,@agape_eternal awww what the hale  *huggg* i totally care!
32336,0,Sentiment140,@Agent_M eww. looks like someone got punched in the eye n got a detached retina 
32414,0,Sentiment140,@AliceBeadle shut up! i was up all night doing work 
32551,1,Sentiment140,@agentwill I didn't want to tell you but I think it's your body odour  
32680,1,Sentiment140,"@agnieszkasshoes Aw, thanks "
32861,1,Sentiment140,@ahissrich I'm down and could use the break  See you at 1pm at Breadline!
32928,0,Sentiment140,@ahhvree DNT HAVE ONE!!! im single NIGHA...jus a friend gettin to know-since yu dont want meh  !!!
32956,1,Sentiment140,"@ahmadtarek Hey Ahmad, allow me to join  Yes on very old way of writing but it's about how it was solved,also Yamli has smart search, cntd"
32997,0,Sentiment140,@alilchunkofevil  shit that succcccccks!  
33121,0,Sentiment140,"@aianna21 @gina_pina_14 Especially w/ my current situation, it's pretty easy to get lost in footie as opposed to RL.  "
33168,1,Sentiment140,@aichark &gt;.&gt; Yeah. For the intermission. I was sort of meant to be organising it but i forgot liek everyone else did 
33225,1,Sentiment140,@ahoova u might wanna try http://flirt140.com 
34044,1,Sentiment140,@AJ_Sears Now it's working http://vimeo.com/maiginblank I need to upload more now...oohh and my Youtube too! Too many to update! 
34062,1,Sentiment140,"@ajasont Hey bro, long time no viddy! Almost too long!  (Yep, still working on new art, http://mickmoart.deviantart.com) Check it out!"
34379,0,Sentiment140,@AllStarNinja @basherlock he had to go to the hospital and get 4 staples.  I feel soo horrible!!
34507,1,Sentiment140,@allybaba555 You kidding? People at cons are amazing at Guitar Hero/Rock Band...I would get destroyed....but not too badly 
34700,1,Sentiment140,@akwashington I'm told you're hilarious.  I'll let the spelling slide as long as you deliver on humor.  Pressure's on! 
34702,0,Sentiment140,@AL_AL_AL Aw man that sounds so good!  I went to Newquay last year and I so want to do it again  Maybe just a long weekend this year 
34703,1,Sentiment140,"@al_ewing Thought I'd let you know I found The Performer JD story in 2000AD highly amusing, fyi.  Great stuff!  Now onto zombo!"
35258,0,Sentiment140,@alanrenouf I'm not sure there is an unsubscribe or unjoin option 
35600,1,Sentiment140,@Aleksandr_Orlov thanks to you i have found many play friends from your website. Thanks 
35836,0,Sentiment140,@Alex_33  Too bad. I got it on the television machine.
36531,0,Sentiment140,"@AlexAllTimeLow I'm scared if on your 11th album there's no more Alex Gaskarth's voice but Adam Lambert's, you keep improving it "
36648,1,Sentiment140,@alexandramusic goodmorning 
36710,0,Sentiment140,@alexthefob1991 you're lonely day and night? 
36859,0,Sentiment140,@alexisamore I  slacked off with that for like 2 weeks now... been too busy 
36864,1,Sentiment140,@AlexisBenson hey benz! how do you play Restaurant City man diay?  heehee.. are your classes starting already?
37047,0,Sentiment140,@alicelee09 Ahhh I love Cupertino at night. I like walking around because sadly I'm not close enough to Narnia 
37065,0,Sentiment140,"@AliceWndrland same for me. Have no clue why  *huggles* You, take good care of yourself, okay?"
37156,1,Sentiment140,@alicyigloo I think she actually didn't wanna win. Would have been too much fir her. Happy Di won it. 
37275,1,Sentiment140,@AlishaLoves okay poke  and i need to listen to this song. i keep putting it off. uhh. il do it now! 
37512,0,Sentiment140,@amandaharkins they have kids in the family and the dogs get out ALL the time. Totally unsafe. 
37628,1,Sentiment140,@allanasaur skool  the jam it up your class comp thingy if we win. nooo bradies mine 
37699,1,Sentiment140,@allfollowers thank you for adding me  how's your morning?
37734,1,Sentiment140,@AmandaSena I hope age/experience will bring more humility and less video blogs. 
37788,0,Sentiment140,@amandastewart Bridal shower 
37935,1,Sentiment140,"@amazondotjon Tweet #Jizzersforlife  We're FBR fans, we're jizztastic, and we're trying to make it onto the TT. Help us out? Thanks!"
38013,1,Sentiment140,@Amber_Lily13 ill tell u the lame story later...UGH!!! still got to talk to steve tho 
38104,0,Sentiment140,@AmberHope ME 
38619,1,Sentiment140,@ALOliveroff to kilkenny now..........&gt; good morning and have a great day 
38782,1,Sentiment140,@alpew not done that sort of thing since Australia years ago... Envious 
39116,1,Sentiment140,"@alwayswritegerl I'm just saying. ;) You did say that you did like him.  And, I really want to see the show again. GAH!"
39130,1,Sentiment140,"@alyagowoosh NOOOOO!!! don't neeeed!. she said only after evrything is ready, AND when she gives the elemen 1 back. "
39177,0,Sentiment140,@amyshell bleh. I'm awake too 
39182,1,Sentiment140,@alyankovic Clever. 
39234,1,Sentiment140,@AmyStephen Get over the JQuery class... it was the most appropriate name for it. 
39524,1,Sentiment140,"@Alyssa_Milano it does that. A lot. You aren't the only one. So, you're good "
39662,1,Sentiment140,@AlyssaVacco I kno... So I change that 100 to 200 ughh 
39757,0,Sentiment140,@amalinahs aiiii!  goodluck for your paper 2 nextweek 
40151,0,Sentiment140,@amandapalmer oh no i just got fucking screamed at by my mum for being up at half 1. night xx   (amandapalmer live &gt; http://ustre.am/1qRf)
40287,1,Sentiment140,"@amazondotjon http://twitpic.com/665sv - You shared the beer with someone, right? Right??? "
40465,0,Sentiment140,@AmbreRouse Everytime! you know this! no ticks though as we stayed out of the woods   Did you finish Ecipse?
40527,0,Sentiment140,@AmeliaPaigeee Oh man. I don't know if we can go that day. A bunch of relatives will be in town cuz Katie's party is the next day 
40552,1,Sentiment140,@americanidolluv thanx  sorry for the late reply i'm great you?
40608,0,Sentiment140,"@amhce4 You take the Nanny with you! If I had to travel, I'd be miserable without my munchkins "
41184,1,Sentiment140,@AndrewKelsall You're welcome.  Just read your article and subscribed via RSS.
41385,0,Sentiment140,@Ana_Valdez oh lol but are you gonna be on later cus i need to go do something like 30 mins no more then that and yea i do 
41795,1,Sentiment140,@andreamyers I love this too  I want a girl shirt like yours though-mine's a boy shirt
41862,0,Sentiment140,"@andrew_villegas yes, trial of endurance indeed. I failed "
42066,0,Sentiment140,@AndrewThomas89 sorry had to end bp Thursday early had to something 
42101,1,Sentiment140,@AndromedaH How much does it cost? 
42144,1,Sentiment140,"@AndyBeard like a special FB status update hastag? Still think, *you* should adapt your behaviour rather than wait for them! "
42157,1,Sentiment140,@AndyNOTLP Is that camping or a coffee klatch? 
42281,1,Sentiment140,@andyclemmensen i have to agree with you on that haha 
42586,1,Sentiment140,@angelicaa17 take a pic and let me see 
42798,1,Sentiment140,@angeelovesu  P.S. I made you the bestest card! (:
42973,0,Sentiment140,"@AngelAstra HELL YESSSS BABY OMG IM TOO EXCITED, i keep randomly bursting out in shrieks and squeals - my poor family "
43000,1,Sentiment140,@angiepangie_fl As long as the spider is NOT on me than I don't have a prob with him  I appreciate all the bugs he eats 
43051,1,Sentiment140,@angeleyes1114 I know you're gonna have some kids to send me! 
43079,1,Sentiment140,"@AngryAngMo you can try M1, they have shorter contract terms "
43204,0,Sentiment140,@anhicaluvsjonas oh..i see..you're right.. 
